Country Name,Country Code,Series Name,Series Code,YR2015,YR2022/YR2021
Lithuania,LTU,Control of Corruption,CC.EST,0.583111227,0.747045457
Lithuania,LTU,Imports of goods and services ,NE.IMP.GNFS.KD,28911509382,48457131159
Luxembourg,LUX,Gross Tertiary School Enrollment (%),SE.TER.ENRR,20.29071045,NA
Luxembourg,LUX,Government Effectiveness,GE.EST,1.692713499,1.772715092
Luxembourg,LUX,Rule of Law,RL.EST,1.838808656,1.769147038
Luxembourg,LUX,Voice and Accountability,VA.EST,1.546830535,1.53623879
Luxembourg,LUX,Control of Corruption,CC.EST,2.053576708,1.8836025
Luxembourg,LUX,Imports of goods and services ,NE.IMP.GNFS.KD,95691946361,1.22E+11
"Macao SAR, China",MAC,Gross Tertiary School Enrollment (%),SE.TER.ENRR,76.92749786,114.71875
"Macao SAR, China",MAC,Government Effectiveness,GE.EST,1.413565516,1.105333328
"Macao SAR, China",MAC,Rule of Law,RL.EST,0.891312778,0.791746438
"Macao SAR, China",MAC,Voice and Accountability,VA.EST,-0.067348562,-0.531910479
"Macao SAR, China",MAC,Control of Corruption,CC.EST,0.569338977,0.868675053
"Macao SAR, China",MAC,Imports of goods and services ,NE.IMP.GNFS.KD,18015494129,20714060705
Madagascar,MDG,Gross Tertiary School Enrollment (%),SE.TER.ENRR,4.727519989,6.150969982
Madagascar,MDG,Government Effectiveness,GE.EST,-1.33112061,-0.987728238
Madagascar,MDG,Rule of Law,RL.EST,-0.704786956,-0.942355335
Madagascar,MDG,Voice and Accountability,VA.EST,-0.380756259,-0.287314951
Madagascar,MDG,Control of Corruption,CC.EST,-0.880011737,-1.008650899
Madagascar,MDG,Imports of goods and services ,NE.IMP.GNFS.KD,3717317431,6308162000
Malawi,MWI,Gross Tertiary School Enrollment (%),SE.TER.ENRR,0.841366708,2.702373743
Malawi,MWI,Government Effectiveness,GE.EST,-0.738129318,-0.840930998
Malawi,MWI,Rule of Law,RL.EST,-0.329065323,-0.218995497
Malawi,MWI,Voice and Accountability,VA.EST,-0.004132373,0.068959244
Malawi,MWI,Control of Corruption,CC.EST,-0.793731868,-0.61048007
Malawi,MWI,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Malaysia,MYS,Gross Tertiary School Enrollment (%),SE.TER.ENRR,44.86950302,40.2706604
Malaysia,MYS,Government Effectiveness,GE.EST,0.916933775,0.993270576
Malaysia,MYS,Rule of Law,RL.EST,0.402314872,0.561897993
Malaysia,MYS,Voice and Accountability,VA.EST,-0.391466588,-0.002093449
Malaysia,MYS,Control of Corruption,CC.EST,0.181794137,0.249183893
Malaysia,MYS,Imports of goods and services ,NE.IMP.GNFS.KD,1.87E+11,2.67E+11
Maldives,MDV,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Maldives,MDV,Government Effectiveness,GE.EST,-0.325764835,-0.13417545
Maldives,MDV,Rule of Law,RL.EST,-0.587077856,-0.027355907
Maldives,MDV,Voice and Accountability,VA.EST,-0.517903209,-0.243848056
Maldives,MDV,Control of Corruption,CC.EST,-0.480370641,-0.401500523
Maldives,MDV,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Mali,MLI,Gross Tertiary School Enrollment (%),SE.TER.ENRR,5.280960083,NA
Mali,MLI,Government Effectiveness,GE.EST,-0.959288061,-1.196823478
Mali,MLI,Rule of Law,RL.EST,-0.751449585,-0.999322295
Mali,MLI,Voice and Accountability,VA.EST,-0.197715268,-0.902199984
Mali,MLI,Control of Corruption,CC.EST,-0.704286695,-0.879449666
Mali,MLI,Imports of goods and services ,NE.IMP.GNFS.KD,5188953484,5121153615
Malta,MLT,Gross Tertiary School Enrollment (%),SE.TER.ENRR,46.94681931,NA
Malta,MLT,Government Effectiveness,GE.EST,0.820002913,0.804390192
Malta,MLT,Rule of Law,RL.EST,1.106397867,0.787202716
Malta,MLT,Voice and Accountability,VA.EST,1.202827215,1.076771259
Malta,MLT,Control of Corruption,CC.EST,0.864346921,0.238677815
Malta,MLT,Imports of goods and services ,NE.IMP.GNFS.KD,16066236197,25389336495
Marshall Islands,MHL,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,53.50614929
Marshall Islands,MHL,Government Effectiveness,GE.EST,-0.325431675,0.230687335
Marshall Islands,MHL,Rule of Law,RL.EST,0.001735711,0.725977838
Marshall Islands,MHL,Voice and Accountability,VA.EST,1.178844929,1.102054238
Marshall Islands,MHL,Control of Corruption,CC.EST,0.648119211,0.385005087
Marshall Islands,MHL,Imports of goods and services ,NE.IMP.GNFS.KD,173134246.8,167615158.1
Mauritania,MRT,Gross Tertiary School Enrollment (%),SE.TER.ENRR,5.870379925,NA
Mauritania,MRT,Government Effectiveness,GE.EST,-1.06688118,-0.701024175
Mauritania,MRT,Rule of Law,RL.EST,-0.891843855,-0.658643126
Mauritania,MRT,Voice and Accountability,VA.EST,-0.888245821,-0.727800727
Mauritania,MRT,Control of Corruption,CC.EST,-0.939487815,-0.798844755
Mauritania,MRT,Imports of goods and services ,NE.IMP.GNFS.KD,2907777571,5326728494
Mauritius,MUS,Gross Tertiary School Enrollment (%),SE.TER.ENRR,38.10189819,44.38663101
Mauritius,MUS,Government Effectiveness,GE.EST,1.126574993,0.750284731
Mauritius,MUS,Rule of Law,RL.EST,0.843326032,0.799989045
Mauritius,MUS,Voice and Accountability,VA.EST,0.826210618,0.601032436
Mauritius,MUS,Control of Corruption,CC.EST,0.223687053,0.412719399
Mauritius,MUS,Imports of goods and services ,NE.IMP.GNFS.KD,6681832574,5993801475
Mexico,MEX,Gross Tertiary School Enrollment (%),SE.TER.ENRR,31.97186089,NA
Mexico,MEX,Government Effectiveness,GE.EST,0.117857642,-0.280898958
Mexico,MEX,Rule of Law,RL.EST,-0.454451054,-0.866642535
Mexico,MEX,Voice and Accountability,VA.EST,-0.07534714,-0.121708184
Mexico,MEX,Control of Corruption,CC.EST,-0.888690233,-1.011866212
Mexico,MEX,Imports of goods and services ,NE.IMP.GNFS.KD,4.40E+11,5.49E+11
"Micronesia, Fed. Sts.",FSM,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
"Micronesia, Fed. Sts.",FSM,Government Effectiveness,GE.EST,-0.160680667,0.379839152
"Micronesia, Fed. Sts.",FSM,Rule of Law,RL.EST,-0.283465952,0.686108768
"Micronesia, Fed. Sts.",FSM,Voice and Accountability,VA.EST,1.134753227,1.130898833
"Micronesia, Fed. Sts.",FSM,Control of Corruption,CC.EST,0.677290916,0.484119058
"Micronesia, Fed. Sts.",FSM,Imports of goods and services ,NE.IMP.GNFS.KD,247594700,NA
Moldova,MDA,Gross Tertiary School Enrollment (%),SE.TER.ENRR,52.10005188,64.39253998
Moldova,MDA,Government Effectiveness,GE.EST,-0.698470294,-0.307013601
Moldova,MDA,Rule of Law,RL.EST,-0.371577144,-0.286658674
Moldova,MDA,Voice and Accountability,VA.EST,0.028605409,0.094781168
Moldova,MDA,Control of Corruption,CC.EST,-0.936965168,-0.341932297
Moldova,MDA,Imports of goods and services ,NE.IMP.GNFS.KD,4457693362,7404396637
Monaco,MCO,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Monaco,MCO,Government Effectiveness,GE.EST,1.740904927,2.046895981
Monaco,MCO,Rule of Law,RL.EST,1.512989044,1.48544991
Monaco,MCO,Voice and Accountability,VA.EST,1.017175436,0.712894499
Monaco,MCO,Control of Corruption,CC.EST,1.731612086,1.27020359
Monaco,MCO,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Mongolia,MNG,Gross Tertiary School Enrollment (%),SE.TER.ENRR,68.23485565,64.31699371
Mongolia,MNG,Government Effectiveness,GE.EST,-0.447768539,-0.424908698
Mongolia,MNG,Rule of Law,RL.EST,-0.390086353,-0.187423229
Mongolia,MNG,Voice and Accountability,VA.EST,0.270271778,0.262911826
Mongolia,MNG,Control of Corruption,CC.EST,-0.517446935,-0.560807109
Mongolia,MNG,Imports of goods and services ,NE.IMP.GNFS.KD,5283520220,12368148475
Montenegro,MNE,Gross Tertiary School Enrollment (%),SE.TER.ENRR,60.33504105,56.06755066
Montenegro,MNE,Government Effectiveness,GE.EST,0.16719906,-0.027014989
Montenegro,MNE,Rule of Law,RL.EST,-0.044898976,-0.125401407
Montenegro,MNE,Voice and Accountability,VA.EST,0.144037694,0.272411823
Montenegro,MNE,Control of Corruption,CC.EST,-0.123158075,-0.118264787
Montenegro,MNE,Imports of goods and services ,NE.IMP.GNFS.KD,2455986712,3799145464
Morocco,MAR,Gross Tertiary School Enrollment (%),SE.TER.ENRR,28.69558907,46.17955017
Morocco,MAR,Government Effectiveness,GE.EST,-0.147569045,-0.131649643
Morocco,MAR,Rule of Law,RL.EST,-0.181169167,-0.197303429
Morocco,MAR,Voice and Accountability,VA.EST,-0.630448699,-0.560848236
Morocco,MAR,Control of Corruption,CC.EST,-0.286487639,-0.357442886
Morocco,MAR,Imports of goods and services ,NE.IMP.GNFS.KD,41176430828,56168900772
Mozambique,MOZ,Gross Tertiary School Enrollment (%),SE.TER.ENRR,6.810039997,NA
Mozambique,MOZ,Government Effectiveness,GE.EST,-0.827747524,-0.714270294
Mozambique,MOZ,Rule of Law,RL.EST,-0.868800402,-1.021475792
Mozambique,MOZ,Voice and Accountability,VA.EST,-0.270693123,-0.606529355
Mozambique,MOZ,Control of Corruption,CC.EST,-0.779341638,-0.836388111
Mozambique,MOZ,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Myanmar,MMR,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Myanmar,MMR,Government Effectiveness,GE.EST,-1.289904356,-1.684041023
Myanmar,MMR,Rule of Law,RL.EST,-1.258871198,-1.528553843
Myanmar,MMR,Voice and Accountability,VA.EST,-1.218976498,-1.809049726
Myanmar,MMR,Control of Corruption,CC.EST,-0.853787243,-1.15162313
Myanmar,MMR,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Namibia,NAM,Gross Tertiary School Enrollment (%),SE.TER.ENRR,20.01991081,NA
Namibia,NAM,Government Effectiveness,GE.EST,0.295810968,0.039499521
Namibia,NAM,Rule of Law,RL.EST,0.236736059,0.404543519
Namibia,NAM,Voice and Accountability,VA.EST,0.578454077,0.561278462
Namibia,NAM,Control of Corruption,CC.EST,0.270181686,0.215328231
Namibia,NAM,Imports of goods and services ,NE.IMP.GNFS.KD,7012858245,8047196573
Nauru,NRU,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Nauru,NRU,Government Effectiveness,GE.EST,-0.120835349,0.1999854
Nauru,NRU,Rule of Law,RL.EST,-0.601677477,-0.023583662
Nauru,NRU,Voice and Accountability,VA.EST,0.546864092,0.618146777
Nauru,NRU,Control of Corruption,CC.EST,0.515011132,0.601521969
Nauru,NRU,Imports of goods and services ,NE.IMP.GNFS.KD,108991281.5,NA
Nepal,NPL,Gross Tertiary School Enrollment (%),SE.TER.ENRR,14.87469006,13.99887466
Nepal,NPL,Government Effectiveness,GE.EST,-1.13534987,-0.917344749
Nepal,NPL,Rule of Law,RL.EST,-0.692901909,-0.448678464
Nepal,NPL,Voice and Accountability,VA.EST,-0.415430844,-0.0491594
Nepal,NPL,Control of Corruption,CC.EST,-0.603224993,-0.532641351
Nepal,NPL,Imports of goods and services ,NE.IMP.GNFS.KD,8879790238,16014098451
Netherlands,NLD,Gross Tertiary School Enrollment (%),SE.TER.ENRR,80.16014862,NA
Netherlands,NLD,Government Effectiveness,GE.EST,1.829009891,1.579469323
Netherlands,NLD,Rule of Law,RL.EST,1.907309413,1.657425642
Netherlands,NLD,Voice and Accountability,VA.EST,1.561163306,1.541864872
Netherlands,NLD,Control of Corruption,CC.EST,1.833626509,1.9171803
Netherlands,NLD,Imports of goods and services ,NE.IMP.GNFS.KD,5.75E+11,6.80E+11
New Caledonia,NCL,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
New Caledonia,NCL,Government Effectiveness,GE.EST,NA,NA
New Caledonia,NCL,Rule of Law,RL.EST,NA,NA
New Caledonia,NCL,Voice and Accountability,VA.EST,NA,NA
New Caledonia,NCL,Control of Corruption,CC.EST,NA,NA
New Caledonia,NCL,Imports of goods and services ,NE.IMP.GNFS.KD,3668090538,NA
New Zealand,NZL,Gross Tertiary School Enrollment (%),SE.TER.ENRR,82.18184662,NA
New Zealand,NZL,Government Effectiveness,GE.EST,1.853788257,1.340531945
New Zealand,NZL,Rule of Law,RL.EST,1.965509534,1.731797218
New Zealand,NZL,Voice and Accountability,VA.EST,1.554865479,1.639671326
New Zealand,NZL,Control of Corruption,CC.EST,2.233343601,2.163334131
New Zealand,NZL,Imports of goods and services ,NE.IMP.GNFS.KD,48010599906,58728606845
Nicaragua,NIC,Gross Tertiary School Enrollment (%),SE.TER.ENRR,17.34163666,NA
Nicaragua,NIC,Government Effectiveness,GE.EST,-0.862045407,-1.035816312
Nicaragua,NIC,Rule of Law,RL.EST,-0.755197108,-1.309880257
Nicaragua,NIC,Voice and Accountability,VA.EST,-0.414745241,-1.34889102
Nicaragua,NIC,Control of Corruption,CC.EST,-0.907132387,-1.287311792
Nicaragua,NIC,Imports of goods and services ,NE.IMP.GNFS.KD,7412926918,8283286601
Niger,NER,Gross Tertiary School Enrollment (%),SE.TER.ENRR,3.215430021,NA
Niger,NER,Government Effectiveness,GE.EST,-0.721908212,-0.639215767
Niger,NER,Rule of Law,RL.EST,-0.59308511,-0.484884024
Niger,NER,Voice and Accountability,VA.EST,-0.204202279,-0.381765068
Niger,NER,Control of Corruption,CC.EST,-0.67460686,-0.585803986
Niger,NER,Imports of goods and services ,NE.IMP.GNFS.KD,2949615182,3829490247
Nigeria,NGA,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Nigeria,NGA,Government Effectiveness,GE.EST,-0.99623251,-1.035123467
Nigeria,NGA,Rule of Law,RL.EST,-0.982365072,-0.913734317
Nigeria,NGA,Voice and Accountability,VA.EST,-0.372613758,-0.595210969
Nigeria,NGA,Control of Corruption,CC.EST,-1.095677853,-1.101030469
Nigeria,NGA,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
North Macedonia,MKD,Gross Tertiary School Enrollment (%),SE.TER.ENRR,41.06092072,NA
North Macedonia,MKD,Government Effectiveness,GE.EST,-0.029448112,-0.081071496
North Macedonia,MKD,Rule of Law,RL.EST,-0.237048775,-0.09628012
North Macedonia,MKD,Voice and Accountability,VA.EST,-0.181890145,0.159953982
North Macedonia,MKD,Control of Corruption,CC.EST,-0.265548706,-0.323431134
North Macedonia,MKD,Imports of goods and services ,NE.IMP.GNFS.KD,6537956851,10792635739
Northern Mariana Islands,MNP,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Northern Mariana Islands,MNP,Government Effectiveness,GE.EST,NA,NA
Northern Mariana Islands,MNP,Rule of Law,RL.EST,NA,NA
Northern Mariana Islands,MNP,Voice and Accountability,VA.EST,NA,NA
Northern Mariana Islands,MNP,Control of Corruption,CC.EST,NA,NA
Northern Mariana Islands,MNP,Imports of goods and services ,NE.IMP.GNFS.KD,635000000,NA
Norway,NOR,Gross Tertiary School Enrollment (%),SE.TER.ENRR,79.18282318,NA
Norway,NOR,Government Effectiveness,GE.EST,1.834049106,1.942180634
Norway,NOR,Rule of Law,RL.EST,1.975319505,1.762171507
Norway,NOR,Voice and Accountability,VA.EST,1.687934279,1.774868369
Norway,NOR,Control of Corruption,CC.EST,2.200422287,2.067760468
Norway,NOR,Imports of goods and services ,NE.IMP.GNFS.KD,1.24E+11,1.41E+11
Oman,OMN,Gross Tertiary School Enrollment (%),SE.TER.ENRR,45.18989182,NA
Oman,OMN,Government Effectiveness,GE.EST,0.035524596,0.022041289
Oman,OMN,Rule of Law,RL.EST,0.352038741,0.500481188
Oman,OMN,Voice and Accountability,VA.EST,-1.061446548,-1.147820354
Oman,OMN,Control of Corruption,CC.EST,0.236283079,0.052399512
Oman,OMN,Imports of goods and services ,NE.IMP.GNFS.KD,36777113134,NA
Pakistan,PAK,Gross Tertiary School Enrollment (%),SE.TER.ENRR,8.611710548,NA
Pakistan,PAK,Government Effectiveness,GE.EST,-0.709302247,-0.623640716
Pakistan,PAK,Rule of Law,RL.EST,-0.776916742,-0.672492206
Pakistan,PAK,Voice and Accountability,VA.EST,-0.722057998,-0.862237751
Pakistan,PAK,Control of Corruption,CC.EST,-0.83424592,-0.804032683
Pakistan,PAK,Imports of goods and services ,NE.IMP.GNFS.KD,50134755424,1.06E+11
Palau,PLW,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Palau,PLW,Government Effectiveness,GE.EST,0.134022355,0.449828535
Palau,PLW,Rule of Law,RL.EST,0.918242633,0.952804446
Palau,PLW,Voice and Accountability,VA.EST,1.200890779,1.064814568
Palau,PLW,Control of Corruption,CC.EST,0.515011132,0.601521969
Palau,PLW,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Panama,PAN,Gross Tertiary School Enrollment (%),SE.TER.ENRR,47.93227005,NA
Panama,PAN,Government Effectiveness,GE.EST,0.278421342,-0.127450809
Panama,PAN,Rule of Law,RL.EST,-0.141504943,-0.360025138
Panama,PAN,Voice and Accountability,VA.EST,0.558526039,0.53858304
Panama,PAN,Control of Corruption,CC.EST,-0.434625328,-0.634607255
Panama,PAN,Imports of goods and services ,NE.IMP.GNFS.KD,28263800000,NA
Papua New Guinea,PNG,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Papua New Guinea,PNG,Government Effectiveness,GE.EST,-0.602132976,-0.807290256
Papua New Guinea,PNG,Rule of Law,RL.EST,-0.869617105,-0.616135001
Papua New Guinea,PNG,Voice and Accountability,VA.EST,0.044756237,-0.014180064
Papua New Guinea,PNG,Control of Corruption,CC.EST,-0.952820063,-0.696246028
Papua New Guinea,PNG,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Paraguay,PRY,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Paraguay,PRY,Government Effectiveness,GE.EST,-0.998269379,-0.613315761
Paraguay,PRY,Rule of Law,RL.EST,-0.6443187,-0.590548575
Paraguay,PRY,Voice and Accountability,VA.EST,-0.069923989,0.001824836
Paraguay,PRY,Control of Corruption,CC.EST,-1.018296719,-1.090223432
Paraguay,PRY,Imports of goods and services ,NE.IMP.GNFS.KD,11652991233,15279826269
Peru,PER,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Peru,PER,Government Effectiveness,GE.EST,-0.367109001,-0.397766113
Peru,PER,Rule of Law,RL.EST,-0.49913317,-0.551391065
Peru,PER,Voice and Accountability,VA.EST,0.227381259,0.051325444
Peru,PER,Control of Corruption,CC.EST,-0.603387415,-0.807577431
Peru,PER,Imports of goods and services ,NE.IMP.GNFS.KD,45316302181,57763199069
Philippines,PHL,Gross Tertiary School Enrollment (%),SE.TER.ENRR,38.10377502,NA
Philippines,PHL,Government Effectiveness,GE.EST,0.159831733,0.064777203
Philippines,PHL,Rule of Law,RL.EST,-0.417118788,-0.518337488
Philippines,PHL,Voice and Accountability,VA.EST,0.147082418,-0.056843475
Philippines,PHL,Control of Corruption,CC.EST,-0.480595767,-0.540948451
Philippines,PHL,Imports of goods and services ,NE.IMP.GNFS.KD,97858999139,1.58E+11
Poland,POL,Gross Tertiary School Enrollment (%),SE.TER.ENRR,69.37319946,NA
Poland,POL,Government Effectiveness,GE.EST,0.741432786,0.25948903
Poland,POL,Rule of Law,RL.EST,0.803561628,0.430609286
Poland,POL,Voice and Accountability,VA.EST,1.039753795,0.600356281
Poland,POL,Control of Corruption,CC.EST,0.694760025,0.506694496
Poland,POL,Imports of goods and services ,NE.IMP.GNFS.KD,2.16E+11,3.44E+11
Portugal,PRT,Gross Tertiary School Enrollment (%),SE.TER.ENRR,61.85820007,NA
Portugal,PRT,Government Effectiveness,GE.EST,1.158722401,1.001591086
Portugal,PRT,Rule of Law,RL.EST,1.101606846,1.113929033
Portugal,PRT,Voice and Accountability,VA.EST,1.128696084,1.253335953
Portugal,PRT,Control of Corruption,CC.EST,0.892668664,0.72902143
Portugal,PRT,Imports of goods and services ,NE.IMP.GNFS.KD,79509937177,1.09E+11
Puerto Rico,PRI,Gross Tertiary School Enrollment (%),SE.TER.ENRR,98.27303314,NA
Puerto Rico,PRI,Government Effectiveness,GE.EST,0.325167716,-0.482191682
Puerto Rico,PRI,Rule of Law,RL.EST,0.71679008,0.533023357
Puerto Rico,PRI,Voice and Accountability,VA.EST,0.40373522,0.442538172
Puerto Rico,PRI,Control of Corruption,CC.EST,0.047927044,0.11515145
Puerto Rico,PRI,Imports of goods and services ,NE.IMP.GNFS.KD,43092800000,NA
Qatar,QAT,Gross Tertiary School Enrollment (%),SE.TER.ENRR,15.93398952,35.08549118
Qatar,QAT,Government Effectiveness,GE.EST,0.941954613,1.136828542
Qatar,QAT,Rule of Law,RL.EST,0.743875921,0.919315934
Qatar,QAT,Voice and Accountability,VA.EST,-1.144763827,-1.04874444
Qatar,QAT,Control of Corruption,CC.EST,0.856370568,0.803727508
Qatar,QAT,Imports of goods and services ,NE.IMP.GNFS.KD,59271428571,NA
Romania,ROU,Gross Tertiary School Enrollment (%),SE.TER.ENRR,49.35689926,NA
Romania,ROU,Government Effectiveness,GE.EST,0.099358559,4.71E-05
Romania,ROU,Rule of Law,RL.EST,0.204612628,0.404155731
Romania,ROU,Voice and Accountability,VA.EST,0.48615095,0.563367963
Romania,ROU,Control of Corruption,CC.EST,-0.170360878,0.016672393
Romania,ROU,Imports of goods and services ,NE.IMP.GNFS.KD,75016620203,1.38E+11
Russian Federation,RUS,Gross Tertiary School Enrollment (%),SE.TER.ENRR,85.2701416,NA
Russian Federation,RUS,Government Effectiveness,GE.EST,-0.331282914,-0.695411026
Russian Federation,RUS,Rule of Law,RL.EST,-0.814797997,-1.195294023
Russian Federation,RUS,Voice and Accountability,VA.EST,-1.087740898,-1.261633992
Russian Federation,RUS,Control of Corruption,CC.EST,-0.973685265,-0.979387343
Russian Federation,RUS,Imports of goods and services ,NE.IMP.GNFS.KD,2.82E+11,3.01E+11
Rwanda,RWA,Gross Tertiary School Enrollment (%),SE.TER.ENRR,7.255529881,7.026850224
Rwanda,RWA,Government Effectiveness,GE.EST,-0.146019995,0.23248598
Rwanda,RWA,Rule of Law,RL.EST,0.038801968,0.146466091
Rwanda,RWA,Voice and Accountability,VA.EST,-1.135478735,-0.930956423
Rwanda,RWA,Control of Corruption,CC.EST,0.597625196,0.561202586
Rwanda,RWA,Imports of goods and services ,NE.IMP.GNFS.KD,2731456245,4703392028
Samoa,WSM,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Samoa,WSM,Government Effectiveness,GE.EST,0.668785691,0.304703802
Samoa,WSM,Rule of Law,RL.EST,0.744271994,0.945017695
Samoa,WSM,Voice and Accountability,VA.EST,0.735848963,0.976826727
Samoa,WSM,Control of Corruption,CC.EST,0.298591167,0.553921998
Samoa,WSM,Imports of goods and services ,NE.IMP.GNFS.KD,391417174.4,439671623.5
San Marino,SMR,Gross Tertiary School Enrollment (%),SE.TER.ENRR,61.61948776,53.35179901
San Marino,SMR,Government Effectiveness,GE.EST,1.481369853,1.77110064
San Marino,SMR,Rule of Law,RL.EST,1.512989044,1.749781728
San Marino,SMR,Voice and Accountability,VA.EST,1.189867735,1.227239251
San Marino,SMR,Control of Corruption,CC.EST,1.151810765,1.27020359
San Marino,SMR,Imports of goods and services ,NE.IMP.GNFS.KD,2085260046,NA
Sao Tome and Principe,STP,Gross Tertiary School Enrollment (%),SE.TER.ENRR,12.8975296,NA
Sao Tome and Principe,STP,Government Effectiveness,GE.EST,-0.850032985,-0.843731463
Sao Tome and Principe,STP,Rule of Law,RL.EST,-0.77481401,-0.61407131
Sao Tome and Principe,STP,Voice and Accountability,VA.EST,0.280199856,0.285293698
Sao Tome and Principe,STP,Control of Corruption,CC.EST,-0.067401499,0.284455985
Sao Tome and Principe,STP,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Saudi Arabia,SAU,Gross Tertiary School Enrollment (%),SE.TER.ENRR,60.64244843,NA
Saudi Arabia,SAU,Government Effectiveness,GE.EST,0.155576512,0.583050787
Saudi Arabia,SAU,Rule of Law,RL.EST,0.096156746,0.290623277
Saudi Arabia,SAU,Voice and Accountability,VA.EST,-1.842693925,-1.48996067
Saudi Arabia,SAU,Control of Corruption,CC.EST,0.021638941,0.356948316
Saudi Arabia,SAU,Imports of goods and services ,NE.IMP.GNFS.KD,2.47E+11,2.22E+11
Senegal,SEN,Gross Tertiary School Enrollment (%),SE.TER.ENRR,10.92908001,16.8081398
Senegal,SEN,Government Effectiveness,GE.EST,-0.482573122,-0.001249278
Senegal,SEN,Rule of Law,RL.EST,-0.15880163,-0.262500226
Senegal,SEN,Voice and Accountability,VA.EST,0.283083826,0.164923653
Senegal,SEN,Control of Corruption,CC.EST,0.031238893,-0.028728109
Senegal,SEN,Imports of goods and services ,NE.IMP.GNFS.KD,6298158532,13972722432
Serbia,SRB,Gross Tertiary School Enrollment (%),SE.TER.ENRR,57.93732071,69.69120789
Serbia,SRB,Government Effectiveness,GE.EST,-0.001533472,0.065668479
Serbia,SRB,Rule of Law,RL.EST,-0.07584653,-0.113290347
Serbia,SRB,Voice and Accountability,VA.EST,0.231072277,-0.099995345
Serbia,SRB,Control of Corruption,CC.EST,-0.318084389,-0.456187755
Serbia,SRB,Imports of goods and services ,NE.IMP.GNFS.KD,20707751966,39954696853
Seychelles,SYC,Gross Tertiary School Enrollment (%),SE.TER.ENRR,12.68848991,15.27857971
Seychelles,SYC,Government Effectiveness,GE.EST,0.554864109,0.662167311
Seychelles,SYC,Rule of Law,RL.EST,0.337751359,0.460202545
Seychelles,SYC,Voice and Accountability,VA.EST,0.078513972,0.597845078
Seychelles,SYC,Control of Corruption,CC.EST,1.141892672,1.698149085
Seychelles,SYC,Imports of goods and services ,NE.IMP.GNFS.KD,1395005605,1625014162
Sierra Leone,SLE,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Sierra Leone,SLE,Government Effectiveness,GE.EST,-1.282747507,-1.16025281
Sierra Leone,SLE,Rule of Law,RL.EST,-0.880601048,-0.828648925
Sierra Leone,SLE,Voice and Accountability,VA.EST,-0.27091378,-0.142346099
Sierra Leone,SLE,Control of Corruption,CC.EST,-0.820208132,-0.563655317
Sierra Leone,SLE,Imports of goods and services ,NE.IMP.GNFS.KD,2001365445,4647220644
Singapore,SGP,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Singapore,SGP,Government Effectiveness,GE.EST,2.248770714,2.144825935
Singapore,SGP,Rule of Law,RL.EST,1.778781414,1.779277682
Singapore,SGP,Voice and Accountability,VA.EST,-0.161810279,-0.049447365
Singapore,SGP,Control of Corruption,CC.EST,2.050846577,2.094723701
Singapore,SGP,Imports of goods and services ,NE.IMP.GNFS.KD,4.65E+11,5.88E+11
Sint Maarten (Dutch part),SXM,Gross Tertiary School Enrollment (%),SE.TER.ENRR,4.194590092,3.383029938
Sint Maarten (Dutch part),SXM,Government Effectiveness,GE.EST,NA,NA
Sint Maarten (Dutch part),SXM,Rule of Law,RL.EST,NA,NA
Sint Maarten (Dutch part),SXM,Voice and Accountability,VA.EST,NA,NA
Sint Maarten (Dutch part),SXM,Control of Corruption,CC.EST,NA,NA
Sint Maarten (Dutch part),SXM,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Slovak Republic,SVK,Gross Tertiary School Enrollment (%),SE.TER.ENRR,52.72066879,NA
Slovak Republic,SVK,Government Effectiveness,GE.EST,0.737844527,0.378621489
Slovak Republic,SVK,Rule of Law,RL.EST,0.466433674,0.622537851
Slovak Republic,SVK,Voice and Accountability,VA.EST,0.965451539,0.886331797
