GISS Record,Record,Species name,Country,State / Province,1.1.GISS - Impacts on plants or vegetation - Impact description,Plants_score,Plants_Confidence_level,"1.2.GISS - Impacts on animals through predation, parasitism, or intoxication - Impact description",Animals_score,Animals_Confidence_level,1.3.GISS - Impacts on other species through competition - Impact description,Competition_score,Competition_Confidence_level,1.4.GISS - Impacts on ecosystems - Impact description,Ecosystems_score,Ecosystems_Confidence_level,1.5.GISS -  Impacts through transmission of diseases or parasites to native species - Impact description,Diseases_score,Diseases_Confidence_level,1.6.GISS - Impacts through hybridization - Impact description,Hybridization_score,Hybridization_Confidence_level,2.1.Impacts on agricultural production,Crops_score,Crops_Confidence_level,2.2.Impacts on animal production,Animal.production_score,Animal.production_Confidence_level,2.3.Impacts on forestry production,Forestry_score,Forestry_Confidence_level,2.4.Impacts on human infrastructure and administration,Infrastructure_score,Infrastructure_Confidence_level,2.5.Impacts on human health,Health_score,Health_Confidence_level,Health_type,2.6.Impacts on human social life,Social_score,Social_Confidence_level,GISS - environment,GISS - socioeconomic,GISS- TOTAL Impact,Comments,Methodology queries,Reference Code,Year,Full Reference
1100,550,Pheidole megacephala,United States,"Kauai, Hawaii, Oahu, Maui, Molokai",,,,"Pheidole megacephala and A. longipes were locally abundant in mesic and dry forests, although native spiders were never found to co-occur with these species.",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,,Gillespie & Reimer_1993,1993,"Gillespie RG, Reimer N. 1993. The effect of alien predatory ants (Hymenoptera: Formicidae) on Hawaiian endemic spiders (Araneae: Tetragnathidae). Pacific Science 47: 21–33."
1098,548,Pheidole megacephala,Australia,Queensland / Brisbane,,,,,,,"Sampling of invertebrate fauna was carried out on Mt Coot-tha, between 25 February and 11 March 1992, to determine whether the presence of the coastal brown ant, Pheidole megacephala (Fabricius), affected the abundance and diversity of other invertebrates. Four plots were sampled; in two the coastal brown ant was present and in two it was absent. The overall abundance of invertebrates did not differ significantly between plots. The abundance of CoUembola did vary significantly, but intraplot variability was large. Mite numbers did not differ significantly between plots, except for the family Laelapidae. Abundance of other ant species did not differ significantly between plots, but there was a difference in species composition; Dolichoderinae and Ponerinae were absent or poorly represented in plots where the coastal brown ant was present..... Pitfall traps collected 2722 ants from 48 species. All functional groups were represented (Table 1). Seven additional species were collected by hand. All of the nine functional groups and subgroups were present in one plot where the CBA was absent, and eight ofthese groupings were present in the other plot (Eig. 1). However, appreciable numbers of individuals were present only for the opportunists and generalized myrmicines. In the other plot where the CBA was absent, ants were more evenly distributed (five groups with 20 or more individuals).",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,REVIEWED (Lach & Thomas_2008) Australian studies that associate the presence of invasive ants with lower abundance and/or species richness of non-invasive ants,Heterick_1997,1997,"Heterick B. 1997. The interaction between the coastal brown ant, Pheidole megacephala (Fabricius), and other invertebrate fauna of Mt Coot-tha (Brisbane., Australia). Austral Ecology 22: 218–221."
1121,571,Pheidole megacephala,Seychelles,Cousine Island,,,,,,,"...Cousine Island, Seychelles. On this island, the invasive ant Pheidole megacephala has caused serious indirect damage to the threatened native Pisonia grandis trees via a mutualism with an invasive scale insect, Pulvinaria urbicola. We aimed to suppress the ant, thereby decoupling the mutualism and enabling recovery of the Pisonia trees. We treated all areas where ant pressure was high with a selective formicidal bait, which was deployed in custom-made bait stations designed to avoid risk of treatment to endemic fauna. In the treated area, ant foraging activity was reduced by 93 percent and was followed by a 100 percent reduction in scale insect density. Abundance of endemic herbivorous insects and herbivorous activity increased significantly, however, after the decline in mutualistic species densities. Despite the native herbivore increase, there was considerable overall improvement in Pisonia shoot condition and an observed increase in foliage density.... The 8-ha area of high ant density was treated with a single application of the commercial hydramethylnon-based for- micidal bait, Siege® in June/July 2010... Forty 10 9 10 m permanent monitoring plots were selected on the island. Twenty plots were within the 8-ha baited area and 20 were outside the baited area (Fig. S1).... Baiting significantly influenced other herbivore abundance in baited plots over time relative to unbaited plots (Wald Chi- square = 29.9, P < 0.0001; Fig. 1C; Table 1). Herbivore abundance in baited plots increased significantly from a mean of 6 ± 1 individuals per plot before baiting to 44 ± 6 individuals 11 mo after baiting. Herbivores that increased after baiting included Hemiptera, Lepidoptera, and Orthoptera, but the greatest increase was observed for two species, Osaka relata (Hemiptera: Fulgoridae) and Epicroesa sp. (Lepidoptera: Heliodinidae), which represented 84 percent of the total number of individuals over the entire study period..... Hemipteran-tending ants can reduce abundance and diversity of unattended herbivorous arthropods on plants through predation and displacement (Kaplan & Eubanks 2005, Styrsky & Eubanks 2007, Rosumek et al. 2009). Ant removal may thus lead to increased population levels of other herbivores, with a corresponding increase in herbivore damage (e.g., Floate & Whitham 1994, Wimp & Whitham 2001). While herbivore abundance and herbivory increased after ant suppression on our island, overall condition of Pisonia improved despite this increase.",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,higher impact level and lower confidence? ,Gaigher & Samways_2013,2013,"Gaigher R, Samways MJ. 2013. Strategic Management of an Invasive Ant-scale Mutualism Enables Recovery of a Threatened Tropical Tree Species. Biotropica 45: 128–134."
1128,578,Pheidole megacephala,United States,Hawaii,Inteferes with mealybug natural enemy behaviour,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,REVIEW (Holway et al_2002),Gonzalez-Hernandez et al_1999,1999,"Reported in: Holway DA, Lach L, Suarez A V., Tsutsui ND, Case TJ. 2002. The causes and consequences of ant invasions. Annual Review of Ecology and Systematics 33: 181–233."
1135,585,Pheidole megacephala,Ghana,,Mealybugs 2-4x more abundant with ants,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,REVIEW (Holway et al_2002),Campbell_1994,1994,"Reported in: Holway DA, Lach L, Suarez A V., Tsutsui ND, Case TJ. 2002. The causes and consequences of ant invasions. Annual Review of Ecology and Systematics 33: 181–233."
1137,587,Pheidole megacephala,Ghana,,"Creates tent shelters, deters natural enemies of the Cassava mealybug",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,REVIEW (Holway et al_2002),Cudjoe et al_1993,1993,"Reported in: Holway DA, Lach L, Suarez A V., Tsutsui ND, Case TJ. 2002. The causes and consequences of ant invasions. Annual Review of Ecology and Systematics 33: 181–233."
1138,588,Pheidole megacephala,United States,Hawaii,Inteferes or prey on scale natural enemies,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,REVIEW (Holway et al_2002),Reimer et al_1993,1993,"Reported in: Holway DA, Lach L, Suarez A V., Tsutsui ND, Case TJ. 2002. The causes and consequences of ant invasions. Annual Review of Ecology and Systematics 33: 181–233."
1147,597,Pheidole megacephala,United States,Hawaii,Incerases scale infestation,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,REVIEW (Holway et al_2002),Beardsley et al_1982,1982,"Reported in: Holway DA, Lach L, Suarez A V., Tsutsui ND, Case TJ. 2002. The causes and consequences of ant invasions. Annual Review of Ecology and Systematics 33: 181–233."
1197,647,Pheidole megacephala,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,REVIEW (Lach & Thomas_2008) Australian studies that associate the presence of invasive ants with lower abundance and/or species richness of non-invasive ants,Hoffman & Parr_2008,2008,"Reported in: Lach L, Thomas ML. 2008. Invasive ants in Australia: Documented and potential ecological consequences. Australian Journal of Entomology 47: 275–288."
1239,689,Pheidole megacephala,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,REVIEW (Lach & Thomas_2008) Australian studies that associate the presence of invasive ants with lower abundance and/or species richness of non-invasive ants,Heterick et al_2000,2000,"Heterick B, Casella J, Majer JD. 2000. Influence of Argentine and coastal brown ant (Hymenoptera: Formicidae) invasions on ant communities in Perth gardens, Western Australia. Urban Ecosystems 4: 277–292."
1240,690,Pheidole megacephala,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,REVIEW (Lach & Thomas_2008) Australian studies that associate the presence of invasive ants with lower abundance and/or species richness of non-invasive ants,May & Heterick_2000,2000,"Reported in: Lach L, Thomas ML. 2008. Invasive ants in Australia: Documented and potential ecological consequences. Australian Journal of Entomology 47: 275–288."
1267,717,Pheidole megacephala,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,REVIEW (Lach & Thomas_2008) Australian studies that associate the presence of invasive ants with lower abundance and/or species richness of non-invasive ants,Majer_1985,1985,"Reported in: Lach L, Thomas ML. 2008. Invasive ants in Australia: Documented and potential ecological consequences. Australian Journal of Entomology 47: 275–288."
942,392,Pheidole metallescens,United States,Florida,,,,"Indications are that Solenopsis invieta is particularly aggressive to other ant species on its own Fifty species of ants representing 6 subfamilies were present in Florida soybean fields. An attempt was made to determine both the niche and im- portance of individual species. A somewhat less diverse ant fauna was found in areas heavily infested by Solenopsis invicta Buren; this species it- self was an important predator. In addition to S. invicta, S. geminata (Fabricius), S. pergandei Forel, Pheidole dentata Mayr, P. metalleseens Emery, P. morrisi Forel, Iridomyrmex pruinosus (Roger), Conomyrma pyramicus (Roger) (black form), Nylanderia sp., Paratrechina longicornis (Latreille), and Lasius neoniger Emery were observed to prey extensively on pest insects.",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,Whitcomb et al_1972,1972,"Whitcomb WH, Denmark HA, Bhatkar AP, Greene GL. 1972. Preliminary studies on the ants of Florida soybean fields. The Florida Entomologist 55: 129–142."
943,393,Pheidole morrisi,United States,Florida,,,,"Indications are that Solenopsis invieta is particularly aggressive to other ant species on its own Fifty species of ants representing 6 subfamilies were present in Florida soybean fields. An attempt was made to determine both the niche and im- portance of individual species. A somewhat less diverse ant fauna was found in areas heavily infested by Solenopsis invicta Buren; this species it- self was an important predator. In addition to S. invicta, S. geminata (Fabricius), S. pergandei Forel, Pheidole dentata Mayr, P. metalleseens Emery, P. morrisi Forel, Iridomyrmex pruinosus (Roger), Conomyrma pyramicus (Roger) (black form), Nylanderia sp., Paratrechina longicornis (Latreille), and Lasius neoniger Emery were observed to prey extensively on pest insects.",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,Whitcomb et al_1972,1972,"Whitcomb WH, Denmark HA, Bhatkar AP, Greene GL. 1972. Preliminary studies on the ants of Florida soybean fields. The Florida Entomologist 55: 129–142."
271,229.1,Pseudomyrmex curacaensis,Brazil,Mato Grosso do Sul,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""Our study revealed the occurrence of a total of 15 ant species in the two hospitals, respectively 10 and 12 in each one, with an ant infestation rate of 87.5% and 100% respectively, during the cold/dry season and 75% and 81.25% during the hot/flooded season.""",2,3,Indoor (Occurrence),NI,0,NI,0,2,2,,,Santos et al_2009b,2009,"Santos VS, de Almeida Soares S, Delabie JHC, Antonialli WF. 2009b. Further studies on ant (Hymenoptera: Formicidae) assemblages in hospitals of Mato Grosso do Sul, Brazil. Sociobiology 54(3): 881-891"
272,229.1,Solenopsis invicta,Brazil,Mato Grosso do Sul,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""Our study revealed the occurrence of a total of 15 ant species in the two hospitals, respectively 10 and 12 in each one, with an ant infestation rate of 87.5% and 100% respectively, during the cold/dry season and 75% and 81.25% during the hot/flooded season.""",2,3,Indoor (Occurrence),NI,0,NI,0,2,2,,,Santos et al_2009b,2009,"Santos VS, de Almeida Soares S, Delabie JHC, Antonialli WF. 2009b. Further studies on ant (Hymenoptera: Formicidae) assemblages in hospitals of Mato Grosso do Sul, Brazil. Sociobiology 54(3): 881-891"
1099,549,Pheidole radoszkowskii,Costa Rica,Heredia,,,,,,,"...we regressed number of species (S) against percentage of baits occupied by the two most dominant foragers, S. geminata and P. radosz- kowskii, independently. We found a significant regres- sion for P. radoszkowskii (r2 = 0.45, P = 0.03, for 1990; and r2 = 0.69, P < 0.01, for 1991), but not for S. geminata (r2 = 0.40, P = 0.05, for 1990; and r2 = 0.11, P = 0.35, for 1991). These results corroborate another study by one of the authors (Perfecto 1994), in which she reported a competitive asymmetry be- tween S. geminata and P. radoszkowskii, with the latter competitively reducing the former. Although S. geminata has been characterized as an aggressive ant (and this is certainly true at baits), it is a poor competitor that can flourish only when no competitors are present, or when environmental conditions favor it over other species.... In general, Pheidole radoszkowskii was the most common species in both strata and for both years. This species was found in every farm sampled, with up to 81% of bait occupancy (proportion of baits occupied by this species) on the less diverse farms. Linepithema humile, Solenopsis geminata, Pheidole punctatissima and Brachymyrmex musculus were all commonly rep- resented in coffee and ground samples (Table 6)....Except for a few studies demonstrating the potential of P. radoszkowskii as a biological control agent in agricultural systems (Perfecto 1991a, b, Perfecto and Sediles 1992), and its competitive superiority over S. geminata (Perfecto 1994), very little is known about the ecology of this species. However, this species seems to be one of the most ubiquitous ant species in agri- cultural systems, at least in Central America (I. Per- fecto, personal observation)",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,Perfecto & Snelling_1995,1995,"Perfecto I, Snelling R. 1995. Biodiversity and the transformation of a tropical agroecosystem: Ants in coffee plantations. Ecological Applications 5: 1084–1097."
418,298.5,Pheidole sculpturata,South Africa,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,"“Of the 123 species of ants recorded in South African citrus orchards, 44 (36%) were found on trees, and only 25 (20%) were observed collecting honeydew produced by Homoptera…. 1. Only two species were serious widespread pests precipitating outbreaks of soft scale. Mealybug, and indirectly, red scale. These were Anoploloepis custodiens (Smith) and Pheidole megacephala (F). 2. Localized outbreaks of red scale were caused by A. steingroeveri (Forel), P. sculpturata Mayr, Iridomyrmex humilis (Mayr) and Technomyrmex albipes (Smith).""",2,2,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,NI,0,NI,0,2,2,,,Samways et al_1982,1982,"Samways MJ, Nel M, Prins AJ. 1982. Ants (Hymenoptera: Formicidae) foraging in citrus trees and attending honeydew-producing homoptera. Phytophylaciica 14: 155-157"
273,229.1,Solenopsis saevissima,Brazil,Mato Grosso do Sul,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""Our study revealed the occurrence of a total of 15 ant species in the two hospitals, respectively 10 and 12 in each one, with an ant infestation rate of 87.5% and 100% respectively, during the cold/dry season and 75% and 81.25% during the hot/flooded season.""",2,3,Indoor (Occurrence),NI,0,NI,0,2,2,,,Santos et al_2009b,2009,"Santos VS, de Almeida Soares S, Delabie JHC, Antonialli WF. 2009b. Further studies on ant (Hymenoptera: Formicidae) assemblages in hospitals of Mato Grosso do Sul, Brazil. Sociobiology 54(3): 881-891"
194,176,Brachyponera chinensis,United States,South Carolina,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""Pachycondyla chinensis is now one of the most common ground-dwelling ants in forested and urban habitats in Upstate South Carolina; therefore, we surveyed P. chinensis-sting victims (i.e., from Anderson, Greenville, Oconee, and Pickens Cos., SC) to evaluate the public-health threat posed by the sting of this ant. Sixty nine percent of sting victims experienced local reactions including swelling less than 5 cm in diameter around the sting site, recurring pain, skin redness, and mild to severe urticaria (symptoms lasting 2 h-5 d). Fourteen percent reported minor reactions including no swelling, localized redness, minor pain sensation at the time of sting, and mild urticaria (<1 h). Fourteen percent reported significant large-local reactions including swelling more than 5 cm in diameter around the sting site, recurring pain, skin redness, and severe urticaria (3-14 d). A single individual suffered a systemic reaction (anaphylaxis) after being stung four times by P. chinensis, quickly developing hives over the entire body, chest pain, nausea, intense pain at sting sites, respiratory distress, and swelling of the tongue and face.""",3,3,Attack,NI,0,NI,0,3,3,,"can only access abstract. Someone with ESA membership could watch presentation, find out sample size? https://esa.confex.com/esa/2006/techprogram/paper_26653.htm","none, online",2006,"Nelder MP, Paysen ES, Zungoli PA, Benson EP. 2006. Fear and loathing in South Carolina: Emergence of the introduced ant, Pachycondyla chinensis (Ponerinae), as a public heatlh threat. The 2006 ESA Annual Meeting, Dec 10-13 2006, Indianapolis, Indiana https://esa.confex.com/esa/2006/techprogram/paper_26653.htm"
371,271.1,Monomorium floricola,Brazil,São Paulo,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""Paratrechina spp. and Monomorium floricola ants were found most frequently in the hospital. Ants had a high capacity for carrying bacteria, and the isolates comprised 68.8% Gram-positive, spore-producing bacilli (Bacillus spp. and Listeria spp.); 14.7% Gram-negative bacilli (Pseudomonas aeruginosa and Klebsiella spp.); and 16.4% Gram-positive cocci (Streptococcus spp. and Staphylococcus aureus). Among the areas being evaluated, the medical wards had the largest number of ants captured, and therefore the most bacteria.""",2,3,Indoor (Pathogen),NI,0,NI,0,2,2,,,Maximo et al_2014,2014,"Máximo HJ, Felizatti HL, Ceccato M, Cintra-Socolowski P, Beretta ALRZ. 2014. Ants as vectors of pathogenic microorganisms in a hospital in São Paulo county, Brazil. BMC Research Notes 7: 554-558"
372,271.2,Paratrechina spp.,Brazil,São Paulo,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""Paratrechina spp. and Monomorium floricola ants were found most frequently in the hospital. Ants had a high capacity for carrying bacteria, and the isolates comprised 68.8% Gram-positive, spore-producing bacilli (Bacillus spp. and Listeria spp.); 14.7% Gram-negative bacilli (Pseudomonas aeruginosa and Klebsiella spp.); and 16.4% Gram-positive cocci (Streptococcus spp. and Staphylococcus aureus). Among the areas being evaluated, the medical wards had the largest number of ants captured, and therefore the most bacteria.""",2,3,Indoor (Pathogen),NI,0,NI,0,2,2,,,Maximo et al_2014,2014,"Máximo HJ, Felizatti HL, Ceccato M, Cintra-Socolowski P, Beretta ALRZ. 2014. Ants as vectors of pathogenic microorganisms in a hospital in São Paulo county, Brazil. BMC Research Notes 7: 554-558"
329,258.1,Monomorium floricola,Malaysia,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""Questionnaire-based surveys of homeowners revealed that ants were the most economically important and abundant household pest after mosquitoes and cockroaches in Malaysia. Twenty-five species of ants were found indoors and outside buildings; all species nest outdoors except Monomorium pharaonis, Monomorium floricola , Tapinoma melanocephalum , and Solenopsis molesta. Surveys of houses and food stores indicated the most common species were Pheidole sp., T. melanocephalum , Monomorium destructor, and Paratrechina longicornis... Bacteria, fungi, and yeasts were isolated from ants collected from food outlets. """,2,3,Indoor (Pathogen),NI,0,NI,0,2,2,,,Lee_2002,2002,"Lee CY. 2002. Tropical household ants: pest status, species diversity, foraging behavior, and baiting studies. Proceedings of the 4th International Conference on Urban Pests (eds Jones SC, Zhai J, Robinson WH) pp 1-18, Charleston, South Carolina July 7-10"
330,258.2,Monomorium pharaonis,Malaysia,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""Questionnaire-based surveys of homeowners revealed that ants were the most economically important and abundant household pest after mosquitoes and cockroaches in Malaysia. Twenty-five species of ants were found indoors and outside buildings; all species nest outdoors except Monomorium pharaonis, Monomorium floricola , Tapinoma melanocephalum , and Solenopsis molesta. Surveys of houses and food stores indicated the most common species were Pheidole sp., T. melanocephalum , Monomorium destructor, and Paratrechina longicornis... Bacteria, fungi, and yeasts were isolated from ants collected from food outlets. """,2,3,Indoor (Pathogen),NI,0,NI,0,2,2,,,Lee_2002,2002,"Lee CY. 2002. Tropical household ants: pest status, species diversity, foraging behavior, and baiting studies. Proceedings of the 4th International Conference on Urban Pests (eds Jones SC, Zhai J, Robinson WH) pp 1-18, Charleston, South Carolina July 7-10"
1018,468,Pheidologeton affinis,Malaysia,Readang Island,,,,"In Chagar Hutang, Redang Island, Dorylus laevigatus and Pheidologeton affinis were the dominant predatory ant species of the green turtle nests, and it was hypothesized that they were competitors to each other. Both species consisted of polymorphic workers, and conducted mass raiding upon turtle nests. As a result of the observation of foraging behavior of ant species in 2004 by using food traps, D. laevigatus (a subterranean species) shared the bait with some terrestrial ant species in the early stage of the experiment except P. affinis. However, P. affinis was a terrestrial species and established satellite nests in the traps to occupy the bait. Traps placed in the habitat of Anoplolepis gracilipes were immediately occupied by them during whole experimental period and other terrestrial ant species were not found in the traps. Anoplolepis gracilipes seemed to be the strongest competitor among the terrestrial ant species in Chagar Hutang, which might result in reduction of the population number of P. affinis with the existence of A. gracilipes. As a result, D. laevigatus became a major predator upon turtle nests, which might have caused the high rate of predation incidences in this area in 2004. The elimination of A. gracilipes may reduce predation incidences upon turtle nests by D. laevigatus.",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,Morita et al_2006,2006,"Morita M, Ahmad AH, Chan EH. 2006. Implication of predation incidences by ant species on green turtle nests in Chagar Hutang, Readang Island, pp. 21–26 In Proceedings of the 3rd International Symposium on SEASTAR2000 and Asian Biologging Science The 7th SEASTAR2000 Workshop."
1095,545,Philidris sp.,Indonesia,Sulawesi,,,,,,,"In total we collected 160 ant morphospecies. Reduced ant species richness on the ground and in the trees was significantly correlated with higher mean temperatures while the other factors, including number ofshade trees did not have any significant influence. The abundant and aggressive Philidris species, reduced arboreal ant species richness. It occurred more frequently in warmer, less shaded plots and on older cacao trees, which offer more nesting sites. Integrating the presence of the dominant ant Philidris sp.1 as an additional explanatory variable in the full model (Appendix C) reveals that the presence of Philidris sp.1 was negatively correlated with the species richness of arboreal ants, being the most relevant explanatory variable (Table 2c). On average we found seven instead of 14 ant species per cacao tree when Philidris sp.1 was present (t-test: 95% confid. interval: 1.16–7.76; df= 13.2, p- value = 0.012; Fig. 2). There is also a negative influence of Philidris on species richness ofground-dwelling ant (Table 2d, Appendix C) relevant factor in generalized model, but non-significant in t-test (Fig. 2; t-test: 5% confid. interval: ?0.70 to 4.11; df= 35.1, p- value = 0.16).... We found one single ant species, Philidris sp.1, (Subfamily Dolichoderinae), to be extremely widespread in the study region, dominating the ant fauna in 36 of the 43 plots by abundance and aggressive behavior. It was present on 65% of all tested trees and 30% of the ground bait locations and recruited, relatively to other ant species, high numbers of individuals to the baits. This ant species shows a pronounced aggressiveness against intruders: farmers complain about serious annoyances by bites of Philidris sp.1 during harvest and pruning. Philidris sp.1 aggressively expelled other ant species from the observation plates and successfully defended the baits against other ants. During the whole study we observed no intraspecific aggression of ants of different Philidris colonies. This is the first time an ant species ofthe genus Philidris is reported to be such an ecologically dominant and abundant part of the ant fauna of a region. The occurrence of Philidris sp.1 was the most important factor determining ant diversity.",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,Wielgoss et al_2010,2010,"Wielgoss A, Tscharntke T, Buchori D, Fiala B, Clough Y. 2010. Temperature and a dominant dolichoderine ant species affect ant diversity in Indonesian cacao plantations. Agriculture, Ecosystems and Environment 135: 253–259."
983,433,Plagiolepis alluaudi ,United States,"Kïpuka Kahalii, Broomsedge Burn",,,,,,,"We examined effects of flower- visiting invasive ants on reproduction of the endemic shrub Vaccinium reticula- tum (Ericaceae) in Hawai‘i Volcanoes National Park. Ant densities in flowers were high and floral nectar was excessively exploited, which may lead to a re- duced visitation rate of pollinators. However, the ants’ presence on flowers strongly reduced flower parasitism by caterpillars of the introduced plume moth Stenoptilodes littoralis and thus decreased the loss of flowers and buds. This is, to our knowledge, the first documented mutualism between invasive ants and an endemic plant species in Hawai‘i..... It is well known that both P. megacephala (Lach 2008b) and L. humile (Blan- cafort and Gomez 2005, Lach 2007, 2008a, Junker et al. 2010)... We propose three potential reasons for the apparent lack of flower visitors: (1) re- duced activity of pollinators caused by un- commonly cold temperatures from March to May 2009 (mean monthly maximum temper- ature March – May was 17.3°C instead of 19.8°C, which is usual during that time of the year [Karin Schlappa, pers. comm.]); (2) de- cline of populations of potential pollinators caused by competition with ants and honey- bees for floral resources; (3) decline of popu- lations of potential pollinators caused by ant predation. negatively interfere with other flower visitors. However, we were not able to observe this proposed interference with pollinators because we never observed any potential pollinators visiting the flowers",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,,Bleil et al_2011,2011,"Bleil R, Blüthgen N, Junker RR. 2011. Ant-plant mutualism in Hawai‘i? Invasive ants reduce flower parasitism but also exploit floral nectar of the endemic shrub Vaccinium reticulatum (Ericaceae). Pacific Science 65: 291–300."
1061,511,Plagiolepis alluaudi ,United States,,,,,"This small formicine feeds on honeydew produced by hemipterans. We found it in coffee plantations where it tended scale insects. Because it is only found in disturbed areas, this ant's impact on crickets is probably minimal.",0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,LaPolla et al_2000,2000,"LaPolla JS, Otte D, Spearman LA. 2000. Assessment of the effects of ants on Hawaiian crickets. Orthopterists’ Society 9: 139–148."
1107,557,Plagiolepis alluaudi ,Malaysia,"Banting, Tawau",,,,,,,"Altogether we sampled 49 species of canopy ants, 35 species in Borneo, 36 species in Peninsular Malaysia. 23 species were shared between both plots, resulting in a moderate beta-diversity (quantitative Sørensen Index: 0.47). A total of 37 ant species was predicted by the ICE- species estimator for each plot. Only 17 (Borneo) and 23 (Peninsula Malaysia) species made 95% of all species occurrences (SO). We found a massive impact of exotic ant species: 9 species with altogether 46 % of all SO were non-native (Fig. 3). Technomyrmex albipes, Oecophylla smaragdina and Anoplolepis gracilipes were the most abundant ant species in the palm canopy.... The Malaysian oil palm plantations house only 40 species of native ants, while in primary rainforests 280 native arboreal species have been collected (Floren & Linsenmair 2005).",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,,,Pfeiffer & Brühl_2007,2007,"Pfeiffer M, Brühl C. 2007. Low species richness and high impact of invasive species in arboreal ant communities in oil palm plantations – a threat to natural biodiversity in Malaysia."
566,16,Pogonomyrmex occidentalis,United States,New Mexico / Los Alamos,"We examined vegetation patterns and soil properties associated with western harvester (Pogonomyrmex occidentalis) mounds in a pinyon-juniper community and a pon- derosa pine community near Los Alamos, New Mexico. Plant-clearing habits of the ants exerted a minor influence on total plant cover. Denuded zones (discs) around the mounds in the pinyon-juniper and ponderosa pine sites represented 1.2% and 1.0% of the total surface area and reduced plant cover 0.35% and 0.49%, respectively. Vegetation near the perimeter of the cleared discs had decreased species richness and lowered percent cover compared with adjacent reference areas (sampled 3.0 m from discs). Comparisons of plant species occurrences around the discs revealed that (1) most species, including dominant understory plants, were evenly dispersed in relation to nest discs; (2) two species-one in each site-were significantly associated with areas near discs; and (3) six species-four in the pinyon-juniper site and two in the ponderosa pine site-were significantly associated with reference areas. Analysis of vegetation on abandoned mounds suggested that seed predation by the ants influences patterns of plant species occurrence adjacent to nests.",1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,Carlson & Whitford_1991,1991,"Carlson SR, Whitford WG. 1991. Ant mound influence on vegetation and soils in a semiarid mountain ecosystem. American Midland Naturalist 126(1): 125-139."
